geneID,A_1_R1,A_1_R2,A_1_R3,A_1_R4,A_1_R5,A_308_R1,A_308_R2,A_308_R3,A_308_R4,A_308_R5,E_1_R1,E_1_R2,E_1_R4,E_1_R5,E_1_R6,E_1_R7,E_1_R8,E_1_R9,E_308_R1,E_308_R2,E_308_R3,E_308_R4,E_308_R6,E_308_R7,E_308_R8
ENSMUSG00000000001,66.89018615,71.18889561,64.62877169,70.94656931,70.16972278,73.34637631,78.2749438,72.66347863,72.36869125,74.5867237,52.04557798,72.4516431,52.17867344,43.16911952,90.87102994,86.20461281,64.60795347,40.63416338,43.62678551,46.28733854,72.06138996,50.55246626,89.31293205,75.6861254,65.46571576
ENSMUSG00000000031,11.79726486,12.24934472,12.40851784,13.15358279,11.8267937,64.52087348,59.92514529,56.85562451,59.208141,66.46161931,0,0,0,0,0,0.324760756,0,0,0,0.023810224,0.022911711,0,0,0,0
ENSMUSG00000000078,35.39122336,31.59093513,46.35129839,29.93344692,33.81858965,26.03661053,27.1284818,31.29799304,28.97956211,27.64401238,49.5664827,24.58087782,42.14583159,52.93150825,21.10167174,23.30631905,43.74489909,20.66543939,42.07801552,39.22534836,27.18791502,22.27532324,29.86942583,30.81898713,27.31434452
ENSMUSG00000000088,85.74111383,108.3907234,90.30081499,97.61055938,89.83039254,106.8491868,105.5464745,95.89383614,110.143193,104.9773895,70.0576226,102.9993707,88.28199575,111.4945906,128.1827755,127.9548691,113.2286245,131.1996864,134.7606907,119.1153049,92.15169741,95.29641548,190.9557301,98.07329528,123.4329849
ENSMUSG00000000127,32.62354575,32.06168247,32.92458853,32.1848544,30.67785744,23.19971736,25.57057439,25.63157749,25.29622166,24.60886077,25.7902334,17.07389811,21.42766197,18.32914728,15.71542326,16.8779753,15.33573003,15.20448868,18.12051696,18.69227664,21.20817018,23.03320406,22.13186748,24.23713019,13.0989317
ENSMUSG00000000131,18.47799364,19.16335433,17.2943957,19.0644567,18.21470447,20.03073114,23.1109809,21.5964469,22.68184578,21.64881264,22.58766801,14.32190862,19.31175565,28.45019087,16.16328054,14.49278413,21.04705294,26.26287044,27.35908748,23.68600185,16.55245331,17.76446555,18.5181642,18.14375221,10.9599173
ENSMUSG00000000171,89.81580145,96.62420172,88.43629164,95.07542988,93.95749757,105.7494481,102.2040313,91.27005593,102.5870041,96.75219305,72.11335004,91.39381956,76.63061458,63.76069825,90.10682282,101.1702255,94.41826127,71.847755,73.80081579,72.78502467,96.85725426,70.58280392,129.7362777,93.69756959,125.781699
ENSMUSG00000000184,33.57577651,33.779056,32.91965972,31.40222125,32.93711594,33.49873943,35.49688243,36.29131979,33.75568221,35.53066167,46.91018412,32.36857426,38.50528561,67.40328124,23.0771657,19.42330751,55.80344598,53.12217676,59.05019975,50.24837704,19.54115332,38.06839966,23.48077695,25.43441045,11.97260383
ENSMUSG00000000278,126.3609547,123.5028353,121.3409861,123.850858,131.7669956,147.5565953,150.2918718,157.911235,149.9367567,152.0812591,150.5547432,225.5704342,199.4003032,132.2569356,155.3797743,127.1243762,209.0489337,172.1518382,118.7682388,125.0310637,126.8317572,144.5349626,109.7791677,127.4014116,122.9294332
ENSMUSG00000000282,15.78079464,15.28526075,17.99024425,13.85934116,14.69710829,12.63704175,13.03468157,13.74847413,12.46834015,13.72295269,17.58378778,11.36180801,18.13402455,13.91860575,9.42891001,8.759037619,13.09805756,19.63828502,11.6281506,10.50656487,14.434827,20.26404729,6.195166689,12.24439903,10.96310638
ENSMUSG00000000290,1.331146243,1.351139842,1.519783861,1.50693656,1.800120281,2.423216815,2.212781581,2.355940883,2.034062964,2.199589028,4.218941194,2.201147991,6.37315098,3.303543424,1.871460148,1.826684627,2.036976361,2.725160651,3.288888628,2.620712006,1.622426836,2.888565038,1.227037446,1.618322926,1.611382462
ENSMUSG00000000346,110.4467617,112.9488866,114.9450986,120.8149238,113.2599921,124.0829858,131.513874,118.1917707,136.4026947,132.5904172,101.2164657,98.45496286,104.8712913,85.6359054,111.6801341,126.7883614,106.7974589,115.2143861,85.64946402,79.08173464,129.7930845,101.4588095,109.8524377,126.9716516,142.9293794
ENSMUSG00000000378,32.39871375,30.23702617,27.69951156,31.68894493,30.10826293,35.85288642,32.75107292,30.81021948,33.23413757,35.56414475,31.76928435,31.18687883,35.80156519,41.88548128,37.17612058,39.06575831,39.27661532,37.6240099,46.90874982,54.10792706,27.62575203,37.49405909,41.68688527,28.22514275,31.00943353
ENSMUSG00000000384,29.39840812,27.97673091,30.03590984,27.78956808,28.72444002,28.12736123,31.40320789,31.35969872,31.61495008,31.14465478,35.64460216,21.14396313,34.54279641,39.50053347,9.679854164,10.85220995,47.3447697,43.10676999,53.87487067,46.28999752,11.51517004,30.88514815,22.94131539,16.70761213,8.631599017
ENSMUSG00000000420,23.56713506,25.0867057,24.17299841,23.46093418,24.23025084,24.7878117,25.91669255,25.66655794,25.7633184,24.90687695,20.51414544,14.68414331,21.87739879,19.81281673,17.6550374,20.83855574,19.04145067,17.71862408,23.86995136,22.64390572,16.79148413,20.31537977,18.31721539,19.58905272,15.15626607
ENSMUSG00000000441,30.10390871,30.07263522,29.65410218,28.37330612,30.52939289,31.42751074,32.30281902,33.93429888,34.7727847,34.97414872,34.8754068,24.96261583,43.9604242,36.27507974,21.21547418,23.96287887,32.24401103,26.01379516,32.41002906,27.62660466,27.97003671,34.03185597,32.84331263,30.78608524,30.18763615
ENSMUSG00000000532,6.281802837,5.336084363,6.678491962,5.927570909,5.830967784,4.882851305,5.173686915,4.885554328,4.744292659,5.081197355,13.15308525,8.910833642,12.11003905,9.310164655,5.845124652,5.059868707,4.12343612,9.019578025,5.967781807,5.574991602,4.984815701,9.301851049,3.454446244,4.0977922,3.611420424
ENSMUSG00000000552,19.3932162,17.93932842,18.29207594,20.00974548,18.74496864,19.48417723,19.48522725,20.90209827,21.03491431,20.84675441,24.66564587,14.33244223,18.41247311,28.34814448,13.87362699,17.29939039,9.613760447,32.13428853,26.61830493,26.6092506,20.11830214,20.5008813,14.0922868,20.43950018,16.32633293
ENSMUSG00000000561,19.963866,20.38204079,18.64677305,19.59719353,20.37420318,22.57893773,24.06800088,22.3354368,23.50979383,25.50998002,19.38989172,28.76103368,22.03561242,17.32510437,17.17362643,14.98983229,42.63263263,16.38778099,22.75270455,21.97018159,14.27330083,19.53501368,31.93940092,17.32098932,10.04952245
ENSMUSG00000000568,52.1642934,49.91607974,55.92003742,50.67439945,48.88954719,43.95956903,42.74253978,46.61725993,45.28313264,48.33987018,40.82058267,11.17770464,35.10923352,39.37152729,11.26737111,15.38741445,19.83565409,36.02088417,47.68320678,45.83726095,16.67065618,34.89130617,19.1054915,16.60082868,8.217268333
ENSMUSG00000000594,4.641548303,4.594617308,5.372066287,4.748498085,5.076512174,5.71948034,5.685567213,5.107559382,5.721172441,5.839752649,2.991516085,3.876143209,2.739954141,1.148175454,3.805032129,3.777675036,1.477364674,0.255220077,1.033046009,2.373983775,3.934241074,3.091825012,1.753640475,3.782157735,5.280271226
ENSMUSG00000000605,17.35399979,16.20188557,17.05143361,15.84144313,17.65047771,18.04141858,18.08796687,18.74235113,16.9635149,18.24238522,13.33645334,13.31723383,15.65783321,13.8454947,10.5852314,14.29569412,9.2814616,12.42416686,13.01428541,12.82878026,13.58027842,14.87316038,11.96312245,13.1600694,11.15423426
ENSMUSG00000000631,6.352248804,5.487993389,7.268417691,5.187919736,5.270573217,3.609356357,3.68688937,5.11653962,3.204104413,3.742504421,12.46769613,2.702727302,10.90213449,16.35392504,1.156411216,1.261801726,2.03828116,13.43668884,17.03119834,16.96731849,2.55153447,14.38929062,1.919768441,3.490104834,0.674110305
ENSMUSG00000000693,35.64943839,34.97250689,33.58354527,35.73321899,36.32799963,27.99484454,28.2251144,30.25394161,27.9980618,28.36058491,25.79518638,14.03110991,31.45651889,26.96221065,11.943597,17.41945154,5.559139253,17.87008287,24.92904844,30.68172238,25.85578167,25.01563599,21.83138809,27.74242739,15.39733905
ENSMUSG00000000711,35.44037222,37.41195948,35.19515816,36.26069275,36.60177081,40.0516343,39.13254603,36.57698679,38.92020232,39.52559636,41.51763597,38.37235013,57.30141974,39.95281522,53.94641784,61.49113492,38.69515187,41.65616017,26.88114877,30.03458978,51.08579124,54.12620733,43.41657688,55.870417,66.90776747
ENSMUSG00000000730,0.904112775,1.282752455,0.461469853,0.667765308,0.691834934,0.493753701,0.480933867,0.432041025,0.404968418,0.387621527,1.854146607,1.929930799,2.185679974,0.887306017,0.858913509,1.097023901,3.579836424,2.920912609,1.273641274,1.224828249,1.006128416,1.966876429,0.957825646,1.01863008,0.484532693
ENSMUSG00000000738,19.09038989,19.4368332,20.93007405,18.08699899,18.51652347,15.09806227,15.14366266,17.42826408,16.66162401,15.56976051,14.38945244,10.13926146,13.43485509,23.86346554,14.14049963,13.9859598,7.34445442,34.3264039,15.65596553,15.95117609,15.34923525,13.47417321,17.36211908,15.25356396,11.39297847
ENSMUSG00000000743,58.01816006,63.71490933,58.4795117,64.1228101,58.47641697,68.86271016,69.04085336,63.26857222,70.25113943,68.95390748,50.02802608,63.38843356,48.54401022,47.69780264,65.63873503,79.55081268,53.35997598,69.58056293,49.50323354,47.63911821,68.33377035,53.40966323,66.51077574,59.75223512,94.57839832
ENSMUSG00000000753,351.9638275,337.8572538,332.5703243,350.0625545,342.2023573,348.1605038,384.1881628,409.2727931,409.0761565,416.1052035,640.5474794,539.7288166,832.7070411,572.3530988,384.136198,424.3505732,683.3188073,573.5497701,424.8416271,433.5993103,792.2753505,737.0499179,524.7130292,614.1021755,643.117398
ENSMUSG00000000787,108.9769597,103.7215614,112.8854502,105.9732098,108.3045045,110.2291958,119.0468945,125.2126467,113.8053284,117.7829979,90.77276985,86.4168731,90.80517675,98.10430885,59.77155046,58.04512316,109.356424,100.8655779,94.51099277,80.74040923,53.96129776,80.46291067,62.67245913,57.99444676,33.03588121
ENSMUSG00000000804,6.746526114,6.296090243,7.027198877,5.520117473,6.514093173,5.326784791,5.963498128,6.10749615,5.191539521,5.275819993,14.80487658,3.756744498,14.78484281,17.71298578,3.014547602,3.457406222,2.894958429,12.21441956,12.18902404,12.69497145,5.487876101,13.88044392,4.344665689,4.831026288,1.897301985
ENSMUSG00000000823,3.418304877,2.539048633,4.662237155,2.562735937,3.134078302,1.836814461,2.121389132,2.701688813,1.993454205,1.923514168,7.309681102,0.901415173,6.642430073,6.185471685,0.40609536,0.269848461,0.388767624,5.103183808,6.573490584,3.810302585,1.246615193,6.661304626,0.395246795,1.049374657,0.341528469
ENSMUSG00000000826,14.12395136,14.60089117,14.3225352,13.29731938,14.45132861,14.73771407,15.78549536,15.63667118,14.49092649,14.66202146,24.42719641,17.97927661,23.52083854,20.40734069,13.13400783,16.38228394,28.18033743,16.08821133,20.05092322,20.47130535,15.65393,19.78589398,14.90374513,15.43834736,12.77799032
ENSMUSG00000000838,28.29909603,26.61461163,29.69907836,26.0182464,27.85038582,29.10992937,28.97243255,31.91881769,29.80947361,31.02542618,38.04620601,12.67070447,31.76890729,29.73863427,12.47193656,10.27139679,20.36788672,27.10842968,34.29691631,30.65323614,12.47334525,24.42103849,20.7687648,13.64291701,7.629855703
ENSMUSG00000000901,5.224931853,4.587079789,5.106061162,3.893247695,5.148327116,9.642522268,9.93624037,10.70367372,10.50101428,11.71032503,36.34899419,54.93730596,26.00035496,17.66468054,29.71764108,33.27135953,35.92328392,38.18527267,19.74224238,13.46480664,16.89406205,29.16603385,10.38677892,16.14009042,24.45053262
ENSMUSG00000000957,214.6673769,185.3051814,227.8911579,183.0457149,199.1383377,234.1712006,263.3320849,328.6899836,262.4532955,273.1877829,357.8937686,237.388344,326.9227675,323.922482,87.83348329,141.4614221,152.1845913,411.6004415,197.2480968,215.49905,167.3939995,214.7446201,67.79194392,135.9299451,127.7987358
ENSMUSG00000000958,0.351563233,0.30880701,0.165275556,0.365146576,0.385555584,0.299993078,0.818171341,0.714577657,0.667408561,0.78306968,0.888939043,1.687855077,0.275430294,1.977961924,0.831369871,2.586120076,0.684029286,1.138751371,0.881811218,0.559040053,1.369311652,0.684424915,0.335478341,1.710690805,1.279824449
ENSMUSG00000000976,5.717614893,5.12142179,5.714835109,5.843711103,6.108821815,5.875674901,5.610390636,6.777159386,6.579753953,6.345084424,12.94321276,8.195492676,12.57569392,10.61522242,5.719319594,5.604999892,7.79598594,9.331578273,9.27645296,8.522287418,10.14123576,10.06838546,7.616027615,9.832995563,6.223909793
ENSMUSG00000000983,0.30795329,0.384712244,0.241289695,0.379083468,0.331803962,1.635076777,1.114836522,1.04919014,1.760144223,2.406783066,0.401894135,0.270042692,0.053614294,0,0.058847833,0.373661483,0.051542222,0.120908369,0,0.059356786,0.057116871,0,0.167922092,0.051895646,0
ENSMUSG00000001020,3404.501025,3935.847283,3452.49709,3714.224046,3565.372819,3635.896589,2731.914359,2559.735978,2635.359326,2825.251598,1065.77227,1079.126063,1284.590301,1028.078634,3201.073587,5331.56423,987.1388001,1793.782239,1479.103391,1935.44075,3721.652964,2488.645037,4686.016027,3630.376311,4298.119098
ENSMUSG00000001025,1995.015428,2154.160563,1997.88787,2129.592727,2038.564314,2030.116329,1784.683746,1554.529008,1807.302379,1750.268213,771.5013774,550.2946513,783.2783631,548.7115559,1185.094678,1742.228711,641.1236575,557.1405517,1177.663174,1769.851184,1810.947988,1207.236704,3200.551555,1929.477538,2147.431445
ENSMUSG00000001034,9.151013443,8.917337974,9.564728067,8.838132489,9.784537116,9.07726106,9.936109838,9.906292244,10.91414016,10.15500033,11.55120052,8.624365831,12.12286489,10.47070482,7.423477738,9.338318887,7.293722984,11.18409546,9.80520808,9.748112523,12.00029772,11.10809686,6.649168045,11.47599118,8.749027794
ENSMUSG00000001123,17.09315514,15.93187156,16.37845848,16.49329787,17.34815883,19.98793729,20.19686392,19.05354191,16.69007373,19.12008562,48.41016734,30.53988748,29.85197237,32.23220036,24.25974072,42.6689136,11.71175116,14.29604242,30.76042199,30.3381289,53.73015744,28.92910773,29.83895813,56.94994217,50.15548503
ENSMUSG00000001151,3.402743831,2.475575859,3.849459332,2.781321087,2.896234265,1.465426838,1.798088202,2.634024723,1.669458933,1.806375295,8.352987947,0.841887138,8.481229971,8.721848611,0.141562074,0.161795814,0.674494599,5.863586476,7.95628745,6.425387616,0.58256811,6.979506256,0.603227371,1.253375159,0.170644777
ENSMUSG00000001156,1.372996952,1.683693715,1.898435439,1.407404296,1.771471601,1.396724529,1.012886292,1.219472296,1.018859974,1.06989819,3.860335983,0.9560971,3.986295207,1.602346111,1.145942254,1.151468343,0.973265733,2.283098573,1.261773117,1.202554217,1.179643484,3.517354866,0.605544881,1.704686274,1.554784443
ENSMUSG00000001175,139.0192156,149.2791582,134.8694714,147.4124378,146.1259961,159.6423355,158.0983141,144.7942078,157.626808,150.8640893,84.9630003,77.45420132,83.99949991,80.66865738,76.77343841,118.3873668,112.2280608,80.11092078,101.0482225,106.3422702,117.3139504,74.68414005,128.9141076,123.1015784,119.3790001
ENSMUSG00000001211,23.11562799,22.43227825,20.11344093,22.48191593,21.58778718,23.47549178,24.84531881,25.20814885,24.48454803,25.4434722,20.68654852,16.63835988,23.25027789,23.04470133,20.26788241,27.08329252,19.98059213,34.45776304,22.38992413,22.07243614,25.92532863,25.65067399,24.48817976,29.6352606,35.59401384
ENSMUSG00000001228,59.46846258,54.61171881,60.82563322,55.77568129,59.57528102,46.36313548,46.14260488,51.78101508,46.88737561,46.86071062,61.95380399,7.720284121,45.59968961,50.36844303,6.621283746,10.63806391,31.79065581,24.17809984,72.16146938,66.02656165,13.96308399,33.81115064,35.75510566,27.05871715,2.332276719
ENSMUSG00000001240,2.165396411,1.939341451,2.065916492,2.028564639,2.411527845,3.883915797,3.820716235,3.757769543,3.400960671,4.181093505,0.872719369,0.871225693,0.698545642,1.961339212,0.438133661,2.241041905,0.095935488,0.712647671,1.570077403,1.399422566,2.126231557,1.175593178,0.520922051,1.674284173,0.785929213
ENSMUSG00000001288,44.22852687,42.305661,47.0997975,44.08517369,46.74873994,39.15424727,39.46589242,40.94798579,38.63543392,39.34220677,56.22278474,33.64335069,65.97973276,40.38044856,38.13807866,37.26616356,51.76176032,43.23407723,52.32207303,52.12615226,37.70800504,85.00450824,34.78079932,39.43399569,34.04957274
ENSMUSG00000001366,7.250930513,8.57397289,8.43980968,7.480675726,6.938475047,6.202214201,6.822144235,7.021496432,6.227235074,6.636422304,9.291804838,2.803782476,13.52873985,10.06296885,2.679392339,5.618042295,2.215167485,10.67570404,9.941920222,12.27520362,6.46499369,10.22963815,5.287636806,6.933980817,4.398461047
ENSMUSG00000001380,45.31271003,40.94622428,42.96081052,40.15031935,41.84754313,34.62478739,35.89227497,37.34950328,37.55175131,34.7658421,39.25867227,21.88408584,36.69384404,29.79548444,19.71689673,24.22847757,29.66204266,39.98011383,52.52736851,56.75858947,21.93103876,38.88557684,31.87668931,26.22506144,17.91219299
ENSMUSG00000001383,31.6550604,33.39072595,32.58648869,35.40498089,32.00754193,32.38075042,29.48479986,27.70800987,24.88658325,26.01095875,24.98278647,18.49812783,28.88430298,23.16834868,27.42405473,37.70084874,19.62187481,30.87446364,26.89973521,31.20631064,26.52457381,36.18243495,26.60787672,27.03066489,31.16823239
ENSMUSG00000001403,51.92030163,51.40363994,54.29064392,51.28617821,53.70302394,47.74662994,45.748325,42.17528002,47.69436531,48.89491296,52.14351702,10.05887461,49.47845649,45.34079424,14.16202234,15.79525584,35.50748581,22.41749323,65.74053557,62.4294949,20.24765704,32.24158858,40.41128299,35.42516206,6.743767665
ENSMUSG00000001418,43.37302024,43.82588497,41.93449045,44.50296381,42.58030251,48.96177144,50.51582621,48.96674308,48.84840359,55.26181569,35.7559722,29.7929737,50.18977783,41.84680828,24.02071169,33.24415167,25.44134561,41.2850066,36.53219098,37.91663351,43.2392042,39.31725615,36.87502538,39.82799597,42.33423447
ENSMUSG00000001424,105.2843784,99.31008016,104.0946846,99.15569279,102.9465449,80.03564602,80.18685035,92.20648527,80.6202848,81.3813114,61.60151671,60.22739101,55.08066829,72.00999475,67.8075669,46.89767851,46.06417354,79.34997853,75.34805155,75.70702904,70.67527713,66.97818538,43.72602154,75.45408767,35.45332708
ENSMUSG00000001435,1.217852094,1.120183055,1.14506389,1.076370067,1.104146001,0.81108889,0.652871814,0.848699081,0.633018735,0.626796486,4.642084401,6.493525491,4.537885756,2.577146973,1.617711878,1.856142879,0.872501326,7.933242964,0.808906662,1.030549178,1.289157877,4.29207205,0.680272583,2.312590536,0.491179718
ENSMUSG00000001436,8.877186536,9.241559413,8.763948498,9.576839419,10.46045888,13.10757042,12.05552466,11.48675473,12.33834664,11.39355804,8.517240541,14.58270154,6.09616807,8.158615691,15.66316359,11.58913982,20.66880889,10.80459653,10.78205946,10.01910614,4.427185926,6.315451412,13.73293418,7.928614334,9.753735655
ENSMUSG00000001467,142.2980918,143.1182152,137.4969225,140.3941676,146.1666931,115.483339,121.6720272,125.4448622,118.3806467,119.7551212,71.17297038,24.99599245,58.34431309,91.39947039,81.85808371,83.5771867,40.19442327,113.6229401,98.06288092,101.8540698,125.2711159,79.49206828,96.37581828,131.9543514,109.5116285
ENSMUSG00000001497,3.314160517,2.771732634,3.492520095,3.306164108,3.451012092,2.429433547,2.864276348,1.911731625,2.23386924,2.711839408,1.756181772,1.509648404,2.02140584,2.002265804,0.930844226,1.187499488,0.636592717,5.200445517,1.785292655,1.183264618,2.215343703,1.334348258,0.545786478,1.776690132,0.988131417
ENSMUSG00000001504,10.90127274,9.609085962,12.40756653,10.85897231,10.8293229,7.947656619,8.827523322,10.01258047,9.767761114,9.517511319,10.29563464,6.886448715,11.59341195,11.21317025,7.215685846,4.459857385,8.930686362,14.27621538,13.05483716,8.853974715,6.664244194,7.343118861,5.748756844,7.577871496,5.982810536
ENSMUSG00000001507,8.026604116,7.193875604,7.4467331,7.410424786,7.618453767,5.41987083,6.609666439,7.458126833,6.194940023,6.32004102,2.186000394,1.202231622,0.06068419,5.321280603,0.333039267,0.293704639,0.12640091,1.174646818,5.961776712,6.18092063,0.398666594,0.189891189,0.622991767,0.518860382,0.066909884
ENSMUSG00000001517,25.59234887,25.5724215,26.44689738,23.864765,26.26357714,20.47001643,22.94069489,23.43184446,23.43004439,23.16894451,27.74429279,1.868899238,23.79422841,35.85112488,1.50886699,3.492164845,6.11351206,12.74068847,40.72969551,33.82861819,4.619675887,18.39135889,9.357855253,10.75307524,0.570371288
ENSMUSG00000001518,4.736060955,4.451235235,4.550103406,4.277136979,3.937857737,3.706447394,3.403105467,3.536957799,3.657458306,3.874392603,5.121777494,6.877724953,5.625383153,5.207741064,1.99614062,2.16616286,14.66820532,3.92747527,7.951228175,5.716021243,2.003101199,4.578709706,3.716868649,1.84982764,2.403317332
ENSMUSG00000001521,36.48791439,38.47340578,37.59183998,35.99065346,36.43745031,37.28697471,42.74481345,37.54910896,42.55691737,41.63109437,35.91290084,32.64766041,38.69426504,45.46811801,29.89846039,31.25376548,25.03124077,35.04173831,32.71392347,29.09889925,43.21226925,33.13839614,31.02369305,38.49116151,23.66317807
ENSMUSG00000001525,753.1550497,782.7372894,721.6052431,788.836528,784.1658677,835.8539642,857.6821601,789.2258546,899.7712417,871.2605398,810.2989351,1159.753218,641.3260278,643.5876875,1385.612229,1003.905237,779.565185,717.3678163,899.5900502,971.1337258,917.7594242,706.8336081,1225.637253,923.9030139,1248.041753
ENSMUSG00000001576,121.1476999,120.7543853,122.5912813,127.2700962,124.2361267,125.513611,136.4140022,127.5555338,137.5967818,135.2671895,105.2166183,68.04957522,94.37392747,120.4106681,122.7225411,113.1434105,85.74128404,94.33745885,149.350503,147.3788487,132.8338376,94.88078695,152.1049346,141.3350401,93.05915504
ENSMUSG00000001627,17.84811759,16.43544405,21.23545034,16.81241635,15.81412256,18.54074449,19.78664312,20.88216761,18.98965308,20.39762186,25.89286446,12.05157848,20.39052543,28.15419945,7.715912493,5.122469736,28.57120527,34.28265891,35.45069049,30.38937395,2.325762464,11.02671077,8.47872346,4.522157139,3.741339473
ENSMUSG00000001630,8.378698369,7.840657487,9.356249215,8.814638348,9.381082468,6.468219986,6.259010759,7.343157058,6.111607587,6.199058575,9.544161312,7.608473633,9.649170692,8.833802175,5.135424016,5.246398838,6.450786559,14.01141985,7.436750063,7.883402996,4.995880896,9.701986405,4.86207653,6.003448066,3.318866791
ENSMUSG00000001632,5.971519714,5.343190588,4.912788811,4.327786096,4.595719917,3.297399071,3.088255115,3.976490935,3.491107793,3.229557813,8.780255136,2.398269195,10.30277623,10.90426055,1.414986118,1.328372234,2.608577008,7.608010194,8.935512972,7.400846029,2.348011881,8.129155974,1.671503629,2.405076247,0.599347059
ENSMUSG00000001642,110.590973,116.1391467,106.7146907,112.476928,115.4916392,146.4083121,138.0248012,127.5409123,136.8309289,133.1944074,77.99603367,111.3950671,45.02447342,409.7100696,53.73129028,43.26092418,71.43374919,700.8950586,207.6745091,204.1382373,55.11247954,52.02835262,115.1650543,39.29618413,45.70734369
ENSMUSG00000001707,25.22019081,24.91174874,24.09876153,26.315675,25.18687863,32.41983335,27.21807112,25.29854179,28.06270251,31.60829134,24.4619953,41.51147556,22.62892063,37.65103179,44.55123069,33.53430769,68.56059404,29.38348693,40.52742837,46.14961325,23.44747176,22.88711609,44.26558686,26.6070287,25.25811994
ENSMUSG00000001729,145.1507878,140.5550832,146.5762241,143.2153739,142.7763548,164.0781918,176.862943,170.5716526,182.0458935,170.2277043,130.1752783,80.5669261,108.855991,140.5909484,79.38045398,89.78045936,75.57003639,161.1367634,176.786562,163.1084089,84.71699578,108.2320894,116.7954748,83.58912808,76.19081778
ENSMUSG00000001750,21.34276979,21.72254726,19.64515475,21.71907685,21.84036021,22.5394339,22.8918476,24.57686579,24.68809195,23.71766391,44.0523417,19.95039181,37.52395851,23.02486119,12.63465482,17.48355237,17.99801494,24.28194705,33.02607742,26.63337605,19.84128531,19.5336056,19.29237643,19.12295698,17.26552865
ENSMUSG00000001751,34.76598172,33.53832305,30.25075298,32.69117358,35.774818,40.69706097,41.62622476,44.89378794,41.72036849,43.76106986,33.68657802,73.14732909,47.18621237,17.11616175,30.29120924,35.67014842,32.67877513,31.33460821,14.7987212,16.64797852,30.99605414,25.66415194,20.9322759,34.03679361,37.57060922
ENSMUSG00000001761,86.73308709,93.7847951,83.91469449,91.40075838,94.01791248,97.81895493,100.2608465,93.78284333,94.59897223,95.09050227,57.79824003,52.73668672,52.20861769,62.29712304,78.0963685,87.48288076,76.78090209,54.43895318,58.06541362,57.10919124,91.80729151,68.1199901,77.39296228,84.4978951,77.74351048
ENSMUSG00000001768,17.86812396,16.92129793,20.16402594,17.23355409,17.62173292,19.93389264,20.66624911,20.03959925,20.1218085,21.02284956,24.36073634,15.54794141,22.40211738,14.99921859,11.27473675,13.78340418,4.34380179,16.59404406,5.34221951,5.680279966,16.55523368,28.30896277,5.709254972,13.23316699,10.47613095
ENSMUSG00000001774,23.50074657,21.37885634,21.21311759,22.89874751,22.98491062,25.43141321,24.26332566,21.73716067,25.24342169,24.96284834,32.89811828,32.38832044,39.86656776,39.76893219,26.99396788,32.08921777,44.6491448,32.05511166,44.17694241,43.02575535,25.81990818,26.49629743,30.33134989,28.6177307,23.60083052
ENSMUSG00000001786,5.075180344,5.295318063,5.461754361,5.653333748,4.977490498,5.533769866,5.999315765,5.884523137,6.213818726,5.849340502,5.916563427,7.785519273,5.173749515,4.966351473,10.50624948,13.72582948,10.42128618,4.609418388,5.538913538,4.424724485,10.63465678,5.270546079,7.259108726,15.59780097,15.68638859
ENSMUSG00000001794,272.2555083,279.9030732,261.0212301,291.5754458,279.6633084,293.8323923,292.3075881,270.2284956,313.1458242,312.7801408,176.7197314,193.4262357,205.4024984,147.9863518,166.8818333,232.4950265,156.8034733,160.7514697,195.7956289,194.4135913,324.0479124,219.1225175,300.7645782,299.1045196,239.8042263
ENSMUSG00000001829,12.15545836,10.80759129,11.25680309,11.33501149,11.65802936,9.54549836,9.016594756,10.01860423,9.239102399,9.377569616,10.65972006,10.31832719,9.722356044,13.57838811,11.17289758,9.293769449,13.56535128,13.55060883,11.23191554,12.04592534,10.01791897,10.24462951,11.86971237,11.38540237,8.746544554
ENSMUSG00000001844,29.15716353,26.47798239,26.76564319,28.98953279,27.02304874,27.07274777,31.40722245,27.79748998,34.18112332,33.78488204,20.62437808,16.52071302,27.21338138,26.85188636,23.22327896,32.78263133,19.57791985,28.16531206,20.05952434,16.87973822,39.43572382,23.32731525,36.6898691,33.70256992,35.495329
ENSMUSG00000001847,203.0194319,206.2062593,196.2528334,212.8328671,205.8527476,224.6053982,232.5600131,209.7262374,236.3111341,232.169019,175.5503832,155.7134692,160.4553831,182.4674912,178.5552332,213.7433145,170.4357834,158.3695261,203.2403047,194.7312578,225.1161607,172.258025,197.2547711,217.9237478,203.6627959
ENSMUSG00000001864,1.963681904,2.767141691,2.717778883,2.726655274,2.930639664,3.01703319,3.3147409,2.992353568,3.078489896,3.477014265,3.854302477,4.413683764,1.821508057,4.372701733,3.188095083,5.889970077,4.827386663,0.869664519,4.971578654,5.195937689,3.531370654,1.884833721,3.683431246,5.273470695,4.187355297
ENSMUSG00000001911,67.28926547,57.90029926,80.10871633,60.09228406,68.78727542,43.0424108,52.09492357,54.68914924,51.35391128,54.34524954,69.36426605,16.69552261,58.41179419,66.60967002,17.12719099,20.26309493,15.57923885,57.41057689,55.23816196,60.90096174,67.54574824,91.06467634,21.38049535,52.24633067,26.66851288
